Id, name, nation, day of birth, points, category, weight, gender
3278, TZEMETZIS Georgios, Greece, 11-11-1111, 1.5, cadetes, -57, male
3279, ABRAHAM Arthur, United States of America, 11-11-1111, 1.5, cadetes, -57, male
3280, NGUYEN Trong Bao Lam, Viet Nam, 11-11-1111, 1.5, cadetes, -57, male
3281, HAZZAA Ali, United Arab Emirates, 11-11-1111, 1.5, cadetes, -57, male
3282, BUGNEAC Liviu, Moldova, 11-11-1111, 1.5, cadetes, -57, male
3283, SHARMA Prince, India, 11-11-1111, 1.5, cadetes, -57, male
3284, DIASNES Justine James, Philippines, 11-11-1111, 1.5, cadetes, -57, male
3285, WENG Tae-Kuang, Taiwan, 11-11-1111, 1.5, cadetes, -57, male
3286, JURKIC Miro, Hrvatska, 11-11-1111, 1.5, cadetes, -57, male
3287, KOSTIC Mateja, Serbia, 11-11-1111, 1.5, cadetes, -57, male
3288, IMAMOGLU Ercan Berk, Turkey, 11-11-1111, 1.5, cadetes, -57, male
3289, ABDALLA Yahya Omar, United Arab Emirates, 11-11-1111, 1.5, cadetes, -57, male
3290, CANO ALVAREZ Diego, Spain, 11-11-1111, 1.5, cadetes, -57, male
3291, GURGENIDZE Giorgi, Georgia, 11-11-1111, 1.5, cadetes, -57, male
3292, ONG-WALTERS Thomas, Canada, 11-11-1111, 1.5, cadetes, -57, male
3293, KRUSTEV Boris, Bulgaria, 11-11-1111, 1.5, cadetes, -57, male
3294, ORELLANA CAMPOVERDE Maykel, Ecuador, 11-11-1111, 1.5, cadetes, -57, male
3295, RIBAS da SILVA Jheferson Glaciel, Brazil, 11-11-1111, 1.5, cadetes, -57, male
3296, GONZALEZ GARCIA Diego Jose, Spain, 11-11-1111, 1.5, cadetes, -57, male
3297, MOHAMED AHMED ABD ELWAHAB Seif, Egypt, 11-11-1111, 1.5, cadetes, -57, male
3298, CRUZ de la Nicolas, United States of America, 11-11-1111, 1.5, cadetes, -57, male
3299, WALEID MOSTAFA Yaseen, Egypt, 11-11-1111, 1.5, cadetes, -57, male
3300, MOHAMED Loay, United Arab Emirates, 11-11-1111, 1.5, cadetes, -57, male
3301, DURLESKU Vadim, Bulgaria, 11-11-1111, 1.47, cadetes, -57, male
3302, ALMADAWI Mohammed Ali, Saudi Arabia, 11-11-1111, 1.47, cadetes, -57, male
3303, MESHCHERIAKOV Vladimir, Russian Federation, 11-11-1111, 1.41, cadetes, -57, male
3304, ABBASI POUYA Abolfazi, Iran, 11-11-1111, 1.41, cadetes, -57, male
3305, TESKERA Mate, Hrvatska, 11-11-1111, 1.38, cadetes, -57, male
3306, GENOCKEY Rocco, Ireland, 11-11-1111, 1.38, cadetes, -57, male
3307, BENNETT Marcus, United States of America, 04-03-2005, 1.35, cadetes, -57, male
3308, GHADIRI Komeil, Iran, 11-11-1111, 1.31, cadetes, -57, male
3309, PEREIRA de JESUS Luiz Guilherme, Brazil, 11-11-1111, 1.31, cadetes, -57, male
3310, MILETIC Mateja, Serbia, 10-08-2005, 1.27, cadetes, -57, male
3311, NICOLAIDES Loucas, Cyprus, 11-11-1111, 1.25, cadetes, -57, male
3312, SARQUIS MARIN Sarek, Colombia, 11-11-1111, 1.25, cadetes, -57, male
3313, SHABANAKOV Radoslav, Bulgaria, 11-11-1111, 1.25, cadetes, -57, male
3314, CHABAYA MATEO Daniel, Peru, 11-11-1111, 1.25, cadetes, -57, male
3315, ALDABBAGH Yousef, Saudi Arabia, 11-11-1111, 1.25, cadetes, -57, male
3316, FLOURIS Iosif, Cyprus, 11-11-1111, 1.25, cadetes, -57, male
3317, RESIMO Abram Josiah, Philippines, 11-11-1111, 1.25, cadetes, -57, male
3318, ELSAYED MOHAMED Elsayed Ahmed, United Arab Emirates, 11-11-1111, 1.25, cadetes, -57, male
3319, REYES MARTINEZ Erick Daniel, Costa Rica, 11-11-1111, 1.25, cadetes, -57, male
3320, MATTEI Mateo Nicolas, Argentina, 11-11-1111, 1.25, cadetes, -57, male
3321, HSU Han-wen, Taiwan, 11-11-1111, 1.25, cadetes, -57, male
3322, LO Joshua, Australia, 11-11-1111, 1.25, cadetes, -57, male
3323, MAOR Maayan, Israel, 11-11-1111, 1.25, cadetes, -57, male
3324, SANTIANEZ Vince Raiane, Philippines, 11-11-1111, 1.25, cadetes, -57, male
3325, TVEITEVAG Frederik, Norway, 11-11-1111, 1.25, cadetes, -57, male
3326, CHING BOXX Neithan Mathiw, Costa Rica, 11-11-1111, 1.25, cadetes, -57, male
3327, LI Yu-Huan, Taiwan, 11-11-1111, 1.25, cadetes, -57, male
3328, ALALAWI Nour Aldean, Syrian, 11-11-1111, 1.25, cadetes, -57, male
3329, NICHITICI Vlad, Moldova, 11-11-1111, 1.25, cadetes, -57, male
3330, KHALIMOV Alibek, Uzbekistan, 11-11-1111, 1.25, cadetes, -57, male
3331, LAMPROU Georgios, Greece, 11-11-1111, 1.25, cadetes, -57, male
3332, EJAZ Muhammad, United Kingdom of Great Britai, 11-11-1111, 1.25, cadetes, -57, male
3333, BAATARKHUU Margad-Erdene, Mongolia, 11-11-1111, 1.25, cadetes, -57, male
3334, WAEL Abdelhadi, United Arab Emirates, 11-11-1111, 1.25, cadetes, -57, male
3335, VALENTIN CHAPARRO Sebastian, Puerto Rico, 11-11-1111, 1.25, cadetes, -57, male
3336, GUNES Ahmet Yetis, Turkey, 11-11-1111, 1.25, cadetes, -57, male
3337, OZDEMIR Bora, Turkey, 11-11-1111, 1.25, cadetes, -57, male
3338, HASSIN Adham Ahmed, Egypt, 11-11-1111, 1.25, cadetes, -57, male
3339, NABABTEH Rasheed Muneer, Jordan, 11-11-1111, 1.25, cadetes, -57, male
3340, TOKBAYEV Nurassyl, Kazakhstan, 11-11-1111, 1.25, cadetes, -57, male
3341, SAEDI Mustafa Hayder Hussein, Iraq, 11-11-1111, 1.25, cadetes, -57, male
3342, FINDZIUKEVICH Ivan, Belarus, 11-11-1111, 1.25, cadetes, -57, male
3343, TORRES Miles, United States of America, 11-11-1111, 1.25, cadetes, -57, male
3344, BUZON MORENO Mario, Spain, 11-11-1111, 1.25, cadetes, -57, male
3345, ERMAN Deniz Can, Turkey, 11-11-1111, 1.25, cadetes, -57, male
3346, DURAN BERNAS Cristofer, Spain, 11-11-1111, 1.25, cadetes, -57, male
3347, IBRAHIM Ali Ahmed Issa, Egypt, 11-11-1111, 1.25, cadetes, -57, male
3348, ALSHAMMARI Jassem, Kuwait, 11-11-1111, 1.25, cadetes, -57, male
3349, ARAUJO SANTOS Lucas Emanuel, Brazil, 11-11-1111, 1.25, cadetes, -57, male
3350, GEORGOULAS Alexandros, Greece, 11-11-1111, 1.25, cadetes, -57, male
3351, KAYA Hakan, Turkey, 11-11-1111, 1.19, cadetes, -57, male
3352, MICHAEL Giorgos, Cyprus, 11-11-1111, 1.19, cadetes, -57, male
3353, ROUSIS Nikolaos, Greece, 11-11-1111, 1.19, cadetes, -57, male
3354, DZHORDZHEV Aleksandar, Bulgaria, 11-11-1111, 1.17, cadetes, -57, male
3355, MUSKEVITS Aleksandr, Estonia, 11-11-1111, 1.14, cadetes, -57, male
3356, MATA GOMEZ David, Costa Rica, 11-11-1111, 1.13, cadetes, -57, male
3357, BAUER Stefan, Germany, 17-11-1979, 1.13, cadetes, -57, male
3358, TIEFA Krystof, Czech Republic, 11-11-1111, 1.13, cadetes, -57, male
3359, BELMEHEL Fares, France, 11-11-1111, 1.13, cadetes, -57, male
3360, KOMATINA Ognjen, Montenegro, 11-11-1111, 1.06, cadetes, -57, male
3361, SZADKOWSKI Michal, Poland, 11-11-1111, 1.06, cadetes, -57, male
3362, CAVGA Furkan, Germany, 22-03-2005, 1.03, cadetes, -57, male
3363, BILGIN Abdullah, Germany, 11-11-1111, 1, cadetes, -57, male
3364, PLAIPETCH-UNES Alexander, Norway, 11-11-1111, 1, cadetes, -57, male
3365, BALJAK Matej, Hrvatska, 11-11-1111, 1, cadetes, -57, male
3366, MITILIAN Alex, Lebanon, 11-11-1111, 1, cadetes, -57, male
3367, NIKOLAOU Theofanis, Greece, 11-11-1111, 1, cadetes, -57, male
3368, CHOURIDIS Ilias, Greece, 11-11-1111, 0.98, cadetes, -57, male
3369, KORPE Omer Furkan, Turkey, 11-11-1111, 0.94, cadetes, -57, male
3370, PIRTICI Mehmet Emin, Turkey, 11-11-1111, 0.94, cadetes, -57, male
3371, ANICHIN Ventsislav, Bulgaria, 11-11-1111, 0.92, cadetes, -57, male
3372, KOVACEC Miha, Slovenia, 11-11-1111, 0.88, cadetes, -57, male
3373, GASHI Jon, Kosovo, 11-11-1111, 0.88, cadetes, -57, male
3374, BECERRA PEREZ Leonidas Aquiles, Mexico, 11-11-1111, 0.88, cadetes, -57, male
3375, LEMOUDDA Mehdi, France, 11-11-1111, 0.88, cadetes, -57, male
3376, ROCHWALD Eviatar, Israel, 11-11-1111, 0.88, cadetes, -57, male
3377, PASTORE Riccardo, Italy, 11-11-1111, 0.88, cadetes, -57, male
3378, PANAI Keahi, French Polynesia, 11-11-1111, 0.88, cadetes, -57, male
3379, GEORGII Dzantiev, Russian Federation, 11-11-1111, 0.88, cadetes, -57, male
3380, AGUSHI Elion, Kosovo, 11-11-1111, 0.88, cadetes, -57, male
3381, TELLO PAZ Agustin, Mexico, 11-11-1111, 0.88, cadetes, -57, male
3382, FAWZY Marwan Mohamed, Egypt, 11-11-1111, 0.88, cadetes, -57, male
3383, VITOUX Yohan, France, 11-11-1111, 0.88, cadetes, -57, male
3384, TORREJON BECERRA Daniel, Peru, 11-11-1111, 0.88, cadetes, -57, male
3385, BOUMEDIENE Aymen, France, 11-11-1111, 0.88, cadetes, -57, male
3386, JENWITTHAYATORN Komwat, Thailand, 11-11-1111, 0.87, cadetes, -57, male
3387, NIKOLOV Mario, Bulgaria, 11-11-1111, 0.85, cadetes, -57, male
3388, JABLONSKI Zbigniew, Poland, 11-11-1111, 0.84, cadetes, -57, male
3389, ORBAN Vlad Alexandru, Romania, 11-11-1111, 0.83, cadetes, -57, male
3390, MILAN CANOVAS Juan Antonio, Spain, 11-11-1111, 0.82, cadetes, -57, male
3391, OHRAN Tarik, Bosnia and Herzegovina, 11-11-1111, 0.81, cadetes, -57, male
3392, CARMONA CARRION Daniel, Spain, 11-11-1111, 0.81, cadetes, -57, male
3393, PEREZ GUERRA Domingo, Spain, 11-11-1111, 0.81, cadetes, -57, male
3394, WITTEK Lorenz, Austria, 11-11-1111, 0.81, cadetes, -57, male
3395, HUANG Yi-Cheng, Taiwan, 11-11-1111, 0.81, cadetes, -57, male
3396, HAJIYEV Nizami, Azerbaijan, 11-11-1111, 0.81, cadetes, -57, male
3397, DAVIDS Phillip, Germany, 11-11-1111, 0.79, cadetes, -57, male
3398, ERER Berkay, Turkey, 11-11-1111, 0.78, cadetes, -57, male
3399, SMITH William, United States of America, 11-11-1111, 0.78, cadetes, -57, male
3400, INAN Abdulkadir, Turkey, 11-11-1111, 0.77, cadetes, -57, male
3401, LUGAVSKOI Bogdan, Belarus, 11-11-1111, 0.76, cadetes, -57, male
3402, ALQRAINI Ahmad, Jordan, 11-11-1111, 0.75, cadetes, -57, male
3403, MOSKALJOV Nikita, Estonia, 11-11-1111, 0.75, cadetes, -57, male
3404, CUESTA ARAGONES Miguel, Spain, 11-11-1111, 0.75, cadetes, -57, male
3405, MEIRELLES da COSTA Arthur, Brazil, 11-11-1111, 0.75, cadetes, -57, male
3406, VASILACHE Stefan, Romania, 11-11-1111, 0.75, cadetes, -57, male
3407, MORUTAN Luca, Romania, 11-11-1111, 0.75, cadetes, -57, male
3408, ANTELO FERNANDEZ Pablo, Spain, 11-11-1111, 0.75, cadetes, -57, male
3409, SANDOVAL PACHECO Renato, Chile, 11-11-1111, 0.75, cadetes, -57, male
3410, FAISAL Hammad, United Arab Emirates, 11-11-1111, 0.75, cadetes, -57, male
3411, PAVON REINA Hector, Spain, 11-11-1111, 0.75, cadetes, -57, male
3412, ALTALIB Danial Muhammad, Saudi Arabia, 11-11-1111, 0.75, cadetes, -57, male
3413, POLYMEROS Georgios, Greece, 11-11-1111, 0.75, cadetes, -57, male
3414, KLEMENSKI Dawid, Poland, 11-11-1111, 0.75, cadetes, -57, male
3415, BOTANA PAZOS Daniel, Spain, 11-11-1111, 0.75, cadetes, -57, male
3416, KOLEGA Luka, Hrvatska, 11-11-1111, 0.75, cadetes, -57, male
3417, BIN RAMI Saud Abdulaziz, Saudi Arabia, 11-11-1111, 0.75, cadetes, -57, male
3418, BURLEIGH William, United Kingdom of Great Britai, 11-11-1111, 0.75, cadetes, -57, male
3419, RAKHPANOV Timur, Kazakhstan, 11-11-1111, 0.75, cadetes, -57, male
3420, MOSKOVTSEV Svjatoslav, Estonia, 11-11-1111, 0.75, cadetes, -57, male
3421, ACAR Yusuf, Turkey, 11-11-1111, 0.75, cadetes, -57, male
3422, MONDACA-WANG Aaron, United States of America, 11-11-1111, 0.75, cadetes, -57, male
3423, GONZALEZ Raul A-, United States of America, 11-11-1111, 0.75, cadetes, -57, male
3424, MILJKOVIC Nikolas, United States of America, 11-11-1111, 0.75, cadetes, -57, male
3425, HAMDAN Adam, Germany, 11-11-1111, 0.75, cadetes, -57, male
3426, ANKLEWICZ Aleksander, Poland, 11-11-1111, 0.75, cadetes, -57, male
3427, BASARIS Georgios, Greece, 11-11-1111, 0.75, cadetes, -57, male
3428, OSTA Abboud, Lebanon, 11-11-1111, 0.75, cadetes, -57, male
3429, NAARIS Norman, Germany, 11-11-1111, 0.75, cadetes, -57, male
3430, SEVINC Mert, Turkey, 11-11-1111, 0.75, cadetes, -57, male
3431, BUGUGNOLI Achille, Italy, 11-11-1111, 0.75, cadetes, -57, male
3432, RASETA Lazar, Serbia, 11-11-1111, 0.75, cadetes, -57, male
3433, MATAR Kareem, United Arab Emirates, 11-11-1111, 0.75, cadetes, -57, male
3434, SEITZHAPPAR Yerik, Kazakhstan, 11-11-1111, 0.75, cadetes, -57, male
3435, SHARMA Ishant, India, 11-11-1111, 0.75, cadetes, -57, male
3436, DIMITRAKOPOULOS Athanasios, Greece, 11-11-1111, 0.75, cadetes, -57, male
3437, MAAITAH Moataz, Oman, 11-11-1111, 0.75, cadetes, -57, male
3438, KARABEK Mehmet Furkan, Turkey, 11-11-1111, 0.75, cadetes, -57, male
3439, HUANG Chih-Chun, Taiwan, 11-11-1111, 0.75, cadetes, -57, male
3440, RODRIGUES de OLIVEIRA Nicolas Luiz, Brazil, 11-11-1111, 0.75, cadetes, -57, male
3441, LO Tsun Hei, Hong Kong, 11-11-1111, 0.75, cadetes, -57, male
3442, TUVSHINBAT Tuguldurkhuslen, Mongolia, 11-11-1111, 0.75, cadetes, -57, male
3443, KOTSONIS Panagiotis, Greece, 11-11-1111, 0.75, cadetes, -57, male
3444, ELDEEK Omar, United Arab Emirates, 11-11-1111, 0.75, cadetes, -57, male
3445, SBIRKOV Atanas, Bulgaria, 11-11-1111, 0.75, cadetes, -57, male
3446, ABEYTA Donavan, United States of America, 11-11-1111, 0.75, cadetes, -57, male
3447, BAROTOV Feruz, Uzbekistan, 11-11-1111, 0.75, cadetes, -57, male
3448, LO Shing Yam, Hong Kong, 11-11-1111, 0.75, cadetes, -57, male
3449, CHARAKOPOS Konstantinos, Greece, 11-11-1111, 0.75, cadetes, -57, male
3450, SUKKAR Anas, Syrian, 11-11-1111, 0.75, cadetes, -57, male
3451, AHMED ABDEL MAJEED ISMAIL Adam, Egypt, 11-11-1111, 0.75, cadetes, -57, male
3452, ISLAM ABDELRAOUF Adam, Egypt, 11-11-1111, 0.75, cadetes, -57, male
3453, ALARYANI Batel Samhan, Saudi Arabia, 11-11-1111, 0.75, cadetes, -57, male
3454, BAIT RAJIBUN Saoud Shakir, Oman, 11-11-1111, 0.75, cadetes, -57, male
3455, HAJAR Obaida, Lebanon, 11-11-1111, 0.75, cadetes, -57, male
3456, AMIN ATEF FOUAD Youssef, Egypt, 11-11-1111, 0.75, cadetes, -57, male
3457, MUSKEVITS Denis, Estonia, 11-11-1111, 0.75, cadetes, -57, male
3458, MOHAMED Ammar, United Arab Emirates, 11-11-1111, 0.75, cadetes, -57, male
3459, RUSTOM Kevin, Lebanon, 11-11-1111, 0.75, cadetes, -57, male
3460, AHMED MOHAMED AHMED Malek, Egypt, 11-11-1111, 0.75, cadetes, -57, male
3461, ROMERO VALENCIA Mateo Gabriel, Ecuador, 11-11-1111, 0.75, cadetes, -57, male
3462, GUILLET Erawan, Switzerland, 11-11-1111, 0.75, cadetes, -57, male
3463, BEKENOV Bekarys, Kazakhstan, 11-11-1111, 0.74, cadetes, -57, male
3464, MILINKOVIC Strahinja, Serbia, 11-11-1111, 0.73, cadetes, -57, male
3465, SAIB Badis, France, 11-11-1111, 0.72, cadetes, -57, male
3466, FALTMAN Albin, Sweden, 02-02-2005, 0.69, cadetes, -57, male
3467, GIANNOPOULOS Andreas, Greece, 11-11-1111, 0.69, cadetes, -57, male
3468, LUNDBERG William, Sweden, 11-11-1111, 0.69, cadetes, -57, male
3469, RAJANI Jana, Denmark, 11-11-1111, 0.69, cadetes, -57, male
3470, CHEN Chia-Sheng, Taiwan, 11-11-1111, 0.69, cadetes, -57, male
3471, BUDIN Vladislav, Russian Federation, 11-11-1111, 0.67, cadetes, -57, male
3472, AL-QRAAN Faris, Jordan, 11-11-1111, 0.66, cadetes, -57, male
3473, ALKHAWAHR Mustafa, Saudi Arabia, 11-11-1111, 0.66, cadetes, -57, male
3474, AHMED NOUR Abd Elrahman, Egypt, 11-11-1111, 0.66, cadetes, -57, male
3475, KUATOV Tamir, Kazakhstan, 11-11-1111, 0.66, cadetes, -57, male
3476, MOHAMMADYARI Nima, Iran, 11-11-1111, 0.66, cadetes, -57, male
3477, MATAJI NIMVAR Amirhossein, Iran, 11-11-1111, 0.66, cadetes, -57, male
3478, HASSAN Abarkan, Morocco, 11-11-1111, 0.66, cadetes, -57, male
3479, VOROSHILOV Dmitry, Russian Federation, 11-11-1111, 0.65, cadetes, -57, male
3480, RUDENOK Oleksii, Ukraine, 11-11-1111, 0.63, cadetes, -57, male
3481, STOJANOVIC Marko, Serbia, 11-11-1111, 0.63, cadetes, -57, male
3482, KRAJISNIK Zarko, Serbia, 11-11-1111, 0.63, cadetes, -57, male
3483, BAR ZEEV Erez, Israel, 11-11-1111, 0.63, cadetes, -57, male
3484, ROCHA ANDRADE Josue Naum, Mexico, 11-11-1111, 0.63, cadetes, -57, male
3485, MICHEL Mael, France, 11-11-1111, 0.63, cadetes, -57, male
3486, TOMIC Lazar, Serbia, 11-11-1111, 0.63, cadetes, -57, male
3487, AL-RABI Abdallah, Jordan, 11-11-1111, 0.63, cadetes, -57, male
3488, RADOVIC Andrej, Bosnia and Herzegovina, 11-11-1111, 0.63, cadetes, -57, male
3489, PERETZ Yuval, Israel, 11-11-1111, 0.63, cadetes, -57, male
3490, TAYEM Hashem, United Arab Emirates, 11-11-1111, 0.63, cadetes, -57, male
3491, GUBANOV Nikita, Russian Federation, 11-11-1111, 0.63, cadetes, -57, male
3492, ABU-SBAIH Qusai, Jordan, 11-11-1111, 0.63, cadetes, -57, male
3493, BAROUD Georgio, Lebanon, 11-11-1111, 0.63, cadetes, -57, male
3494, ROSALES RODRIGUEZ Marco Andre, Peru, 11-11-1111, 0.63, cadetes, -57, male
3495, BASILE Federico, Italy, 11-11-1111, 0.63, cadetes, -57, male
3496, TARRILLO QUINONEZ Joaquin Pablo, Peru, 11-11-1111, 0.63, cadetes, -57, male
3497, AVCI Mehmet, Turkey, 11-11-1111, 0.63, cadetes, -57, male
3498, AYAZ Alperen, Turkey, 11-11-1111, 0.63, cadetes, -57, male
3499, STABLES Cameron, Canada, 11-11-1111, 0.63, cadetes, -57, male
3500, DIMAKIS Thomas, Greece, 11-11-1111, 0.63, cadetes, -57, male
3501, MAHBOUB Rayan, France, 11-11-1111, 0.63, cadetes, -57, male
3502, KUTSENKO Dmytro, Ukraine, 11-11-1111, 0.63, cadetes, -57, male
3503, UMUDOV Rahil, Azerbaijan, 11-11-1111, 0.63, cadetes, -57, male
3504, SIFAOUI Samy, France, 11-11-1111, 0.63, cadetes, -57, male
3505, JUKIC Dominik, Bosnia and Herzegovina, 11-11-1111, 0.63, cadetes, -57, male
3506, SIQUEIRA dos SANTOS Joao Vitor, Brazil, 11-11-1111, 0.63, cadetes, -57, male
3507, TORRES ROJAS Juan Gabriel, Spain, 11-11-1111, 0.63, cadetes, -57, male
3508, DUAN Andrew, United States of America, 11-11-1111, 0.63, cadetes, -57, male
3509, GARCIA KLAIL Pedro, Spain, 11-11-1111, 0.63, cadetes, -57, male
3510, NOWICKI Antoni, Poland, 11-11-1111, 0.63, cadetes, -57, male
3511, KHIARI Rayen, Switzerland, 11-11-1111, 0.63, cadetes, -57, male
3512, LOPEZ LLONTOP Mathias Gabriel, Peru, 11-11-1111, 0.63, cadetes, -57, male
3513, OZCELIK Faruk, Turkey, 11-11-1111, 0.63, cadetes, -57, male
3514, MARAETEFAU Raimanutea, French Polynesia, 11-11-1111, 0.63, cadetes, -57, male
3515, STYLIANIDIS Constantinos, Cyprus, 11-11-1111, 0.63, cadetes, -57, male
3516, PANASENKOV Kirill, Russian Federation, 11-11-1111, 0.61, cadetes, -57, male
3517, GOUDIS Christos, Greece, 11-11-1111, 0.6, cadetes, -57, male
3518, VALENCIA TELLO Julian David, Colombia, 11-11-1111, 0.59, cadetes, -57, male
3519, SOKOLOWSKI Mikolaj, Poland, 11-11-1111, 0.59, cadetes, -57, male
3520, PAVLOVOVIC Bosko Boban, Germany, 11-11-1111, 0.56, cadetes, -57, male
3521, TIMMON Joshua, Ireland, 11-11-1111, 0.56, cadetes, -57, male
3522, DARS Zaid, Jordan, 11-11-1111, 0.55, cadetes, -57, male
3523, ARBUZOV Ivan, Russian Federation, 11-11-1111, 0.53, cadetes, -57, male
3524, KARTAVYKH Kirill, Russian Federation, 11-11-1111, 0.53, cadetes, -57, male
3525, SALIKHOV Aigun, Russian Federation, 11-11-1111, 0.53, cadetes, -57, male
3526, LEHARTEL Ariihei, French Polynesia, 11-11-1111, 0.53, cadetes, -57, male
3527, ORTIZ CASTRO Alan, Spain, 11-11-1111, 0.53, cadetes, -57, male
3528, RAHIMINIYA Sedigh, Iran, 18-03-2003, 0.52, cadetes, -57, male
3529, GLAVIANO Lorenzo, Italy, 30-06-2003, 0.52, cadetes, -57, male
3530, SIRAKAYA Emre, Turkey, 11-11-1111, 0.52, cadetes, -57, male
3531, OZEBEK Lenny, France, 21-06-2004, 0.51, cadetes, -57, male
3532, TASSIS Theodoros Evangelos, Greece, 11-11-1111, 0.5, cadetes, -57, male
3533, MALIK Safdar, Pakistan, 11-11-1111, 0.5, cadetes, -57, male
3534, LUCKAUSKAS Enrikas, United Kingdom of Great Britai, 01-02-2005, 0.5, cadetes, -57, male
3535, LEMMENS Noah, Belgium, 11-11-1111, 0.5, cadetes, -57, male
3536, Vito DELL AQUILA, Italy, 03-11-2000, 77.76, senior, -54, male
3537, WONGPHATTANAKIT Panipak, Thailand, 08-08-1997, 124.354, senior, -53, female
3538, CEREZO IGLESIAS Adriana, Spain, 11-11-1111, 130.25, senior, -53, female
3539, ZEINALI Radin, Iran, 11-11-1111, 33, cadetes, -61, male
3540, GOGOBERIDZE Nika, Georgia, 11-11-1111, 26.25, cadetes, -61, male
3541, PETERS Benjamin, United States of America, 11-11-1111, 21, cadetes, -61, male
3542, KISKYRAS Foivos, Greece, 11-11-1111, 17, cadetes, -61, male
3543, ALADE Joshua, United States of America, 11-11-1111, 16.25, cadetes, -61, male
3544, PAK Artur, Kazakhstan, 11-11-1111, 16, cadetes, -61, male
3545, LEWANDOWSKI Dominik, Poland, 11-11-1111, 14.75, cadetes, -61, male
3546, SERBAN Luca Fabian, Italy, 11-11-1111, 14.5, cadetes, -61, male
3547, MORA Luis, Chile, 11-11-1111, 13.88, cadetes, -61, male
3548, EL HADDAOUI Yassine, Belgium, 11-11-1111, 13.88, cadetes, -61, male
3549, HUSEYNOV Yunis, Azerbaijan, 11-11-1111, 13.75, cadetes, -61, male
3550, CEYLAN Ahmet Bogachan, Turkey, 11-11-1111, 12.25, cadetes, -61, male
3551, GAVINO Chase, United States of America, 11-11-1111, 12, cadetes, -61, male
3552, SOPHOCLEOUS Antonis, Cyprus, 11-11-1111, 11.88, cadetes, -61, male
3553, KIM Keonwoo, Korea, 11-11-1111, 11.25, cadetes, -61, male
3554, KANG Dongmin, Korea, 11-11-1111, 10.75, cadetes, -61, male
3555, TADIC Mihailo, Serbia, 11-11-1111, 10.75, cadetes, -61, male
3556, DUSHKU Enes, Poland, 11-11-1111, 10.38, cadetes, -61, male
3557, AKBARI Milad, Germany, 11-11-1111, 9.75, cadetes, -61, male
3558, MARJANOVIC Karlo, Hrvatska, 11-11-1111, 9.63, cadetes, -61, male
3559, SA ARAUJO de Nicolas, Brazil, 11-11-1111, 9.5, cadetes, -61, male
3560, MUKHTOROV Akhadjon, Uzbekistan, 11-11-1111, 8.75, cadetes, -61, male
3561, LENCO Ilya, Canada, 11-11-1111, 8.5, cadetes, -61, male
3562, ZARE Mohammaderfan, Iran, 11-11-1111, 8.25, cadetes, -61, male
3563, KECHICHE Mohamed-Amine, France, 11-11-1111, 8.25, cadetes, -61, male
3564, HORVAT Sven, Hrvatska, 11-11-1111, 8.25, cadetes, -61, male
3565, COSKUNGONUL Bugra, Turkey, 11-11-1111, 8, cadetes, -61, male
3566, KLJAJIC Nikola, Serbia, 11-11-1111, 7.63, cadetes, -61, male
3567, SMITH William, United States of America, 11-11-1111, 7.5, cadetes, -61, male
3568, TUNCAY Alper, Turkey, 11-11-1111, 7.38, cadetes, -61, male
3569, DOMINGUEZ Diego, United States of America, 11-11-1111, 7, cadetes, -61, male
3570, HERNANDEZ ESPINAL Dannan Humberto, Mexico, 11-11-1111, 7, cadetes, -61, male
3571, CHOI Siwon, Korea, 11-11-1111, 7, cadetes, -61, male
3572, MATURO Emanuele Vittorio, Italy, 11-11-1111, 7, cadetes, -61, male
3573, SOLORIO Dylan, United States of America, 11-11-1111, 7, cadetes, -61, male
3574, DIAS BARROS Matheus Fellipe, Brazil, 11-11-1111, 7, cadetes, -61, male
3575, BEHZAD RESHTEH ROODI Armin, United Arab Emirates, 11-11-1111, 7, cadetes, -61, male
3576, MITSOS Dimitrios, Greece, 11-11-1111, 6.75, cadetes, -61, male
3577, HADJIIVANOV Pavel, Bulgaria, 11-11-1111, 6.5, cadetes, -61, male
3578, TAGHIPOUR Mohammad Hossein, Iran, 11-11-1111, 6.5, cadetes, -61 27 male
3579, ALHAMBOOZ Yaser, Jordan, 11-11-1111, 6.25, cadetes, -61, male
3580, YOUSSEF Joey, Lebanon, 11-11-1111, 6, cadetes, -61, male
3581, FERNANDEZ Thiago Joaquin, Argentina, 11-11-1111, 6, cadetes, -61, male
3582, CHECA ARAQUE Mario, Spain, 11-11-1111, 5.88, cadetes, -61, male
3583, VALDES VAZQUEZ David, Mexico, 11-11-1111, 5.75, cadetes, -61, male
3584, LAMONOV Roman, Russian Federation, 11-11-1111, 5.75, cadetes, -61, male
3585, MICHAEL Giorgos, Cyprus, 11-11-1111, 5.75, cadetes, -61, male
